PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Sex_female,Sex_male,Embarked_C,Embarked_Q,Embarked_S,Pclass_1,Pclass_2,Pclass_3,Age,Sex_female,Sex_male,Embarked_C,Embarked_Q,Embarked_S,Pclass_1,Pclass_2,Pclass_3,Age
177,0,3,male,28.0,3,1,25.4667,S,0,1,0,0,1,0,0,1,"(20, 40]",0,1,0,0,1,0,0,1,"(20, 40]"
178,0,1,female,50.0,0,0,28.7125,C,1,0,1,0,0,1,0,0,"(40, 60]",1,0,1,0,0,1,0,0,"(40, 60]"
179,0,2,male,30.0,0,0,13.0,S,0,1,0,0,1,0,1,0,"(20, 40]",0,1,0,0,1,0,1,0,"(20, 40]"
180,0,3,male,36.0,0,0,0.0,S,0,1,0,0,1,0,0,1,"(20, 40]",0,1,0,0,1,0,0,1,"(20, 40]"
181,0,3,female,28.0,8,2,69.55,S,1,0,0,0,1,0,0,1,"(20, 40]",1,0,0,0,1,0,0,1,"(20, 40]"
182,0,2,male,28.0,0,0,15.05,C,0,1,1,0,0,0,1,0,"(20, 40]",0,1,1,0,0,0,1,0,"(20, 40]"
183,0,3,male,9.0,4,2,31.3875,S,0,1,0,0,1,0,0,1,"(0, 10]",0,1,0,0,1,0,0,1,"(0, 10]"
184,1,2,male,1.0,2,1,39.0,S,0,1,0,0,1,0,1,0,"(0, 10]",0,1,0,0,1,0,1,0,"(0, 10]"
185,1,3,female,4.0,0,2,22.025,S,1,0,0,0,1,0,0,1,"(0, 10]",1,0,0,0,1,0,0,1,"(0, 10]"
186,0,1,male,28.0,0,0,50.0,S,0,1,0,0,1,1,0,0,"(20, 40]",0,1,0,0,1,1,0,0,"(20, 40]"
187,1,3,female,28.0,1,0,15.5,Q,1,0,0,1,0,0,0,1,"(20, 40]",1,0,0,1,0,0,0,1,"(20, 40]"
188,1,1,male,45.0,0,0,26.55,S,0,1,0,0,1,1,0,0,"(40, 60]",0,1,0,0,1,1,0,0,"(40, 60]"
189,0,3,male,40.0,1,1,15.5,Q,0,1,0,1,0,0,0,1,"(20, 40]",0,1,0,1,0,0,0,1,"(20, 40]"
190,0,3,male,36.0,0,0,7.8958,S,0,1,0,0,1,0,0,1,"(20, 40]",0,1,0,0,1,0,0,1,"(20, 40]"
191,1,2,female,32.0,0,0,13.0,S,1,0,0,0,1,0,1,0,"(20, 40]",1,0,0,0,1,0,1,0,"(20, 40]"
192,0,2,male,19.0,0,0,13.0,S,0,1,0,0,1,0,1,0,"(10, 20]",0,1,0,0,1,0,1,0,"(10, 20]"
193,1,3,female,19.0,1,0,7.8542,S,1,0,0,0,1,0,0,1,"(10, 20]",1,0,0,0,1,0,0,1,"(10, 20]"
194,1,2,male,3.0,1,1,26.0,S,0,1,0,0,1,0,1,0,"(0, 10]",0,1,0,0,1,0,1,0,"(0, 10]"
195,1,1,female,44.0,0,0,27.7208,C,1,0,1,0,0,1,0,0,"(40, 60]",1,0,1,0,0,1,0,0,"(40, 60]"
196,1,1,female,58.0,0,0,146.5208,C,1,0,1,0,0,1,0,0,"(40, 60]",1,0,1,0,0,1,0,0,"(40, 60]"
197,0,3,male,28.0,0,0,7.75,Q,0,1,0,1,0,0,0,1,"(20, 40]",0,1,0,1,0,0,0,1,"(20, 40]"
198,0,3,male,42.0,0,1,8.4042,S,0,1,0,0,1,0,0,1,"(40, 60]",0,1,0,0,1,0,0,1,"(40, 60]"
199,1,3,female,28.0,0,0,7.75,Q,1,0,0,1,0,0,0,1,"(20, 40]",1,0,0,1,0,0,0,1,"(20, 40]"
200,0,2,female,24.0,0,0,13.0,S,1,0,0,0,1,0,1,0,"(20, 40]",1,0,0,0,1,0,1,0,"(20, 40]"
201,0,3,male,28.0,0,0,9.5,S,0,1,0,0,1,0,0,1,"(20, 40]",0,1,0,0,1,0,0,1,"(20, 40]"
202,0,3,male,28.0,8,2,69.55,S,0,1,0,0,1,0,0,1,"(20, 40]",0,1,0,0,1,0,0,1,"(20, 40]"
203,0,3,male,34.0,0,0,6.4958,S,0,1,0,0,1,0,0,1,"(20, 40]",0,1,0,0,1,0,0,1,"(20, 40]"
204,0,3,male,45.5,0,0,7.225,C,0,1,1,0,0,0,0,1,"(40, 60]",0,1,1,0,0,0,0,1,"(40, 60]"
205,1,3,male,18.0,0,0,8.05,S,0,1,0,0,1,0,0,1,"(10, 20]",0,1,0,0,1,0,0,1,"(10, 20]"
206,0,3,female,2.0,0,1,10.4625,S,1,0,0,0,1,0,0,1,"(0, 10]",1,0,0,0,1,0,0,1,"(0, 10]"
207,0,3,male,32.0,1,0,15.85,S,0,1,0,0,1,0,0,1,"(20, 40]",0,1,0,0,1,0,0,1,"(20, 40]"
208,1,3,male,26.0,0,0,18.7875,C,0,1,1,0,0,0,0,1,"(20, 40]",0,1,1,0,0,0,0,1,"(20, 40]"
209,1,3,female,16.0,0,0,7.75,Q,1,0,0,1,0,0,0,1,"(10, 20]",1,0,0,1,0,0,0,1,"(10, 20]"
210,1,1,male,40.0,0,0,31.0,C,0,1,1,0,0,1,0,0,"(20, 40]",0,1,1,0,0,1,0,0,"(20, 40]"
211,0,3,male,24.0,0,0,7.05,S,0,1,0,0,1,0,0,1,"(20, 40]",0,1,0,0,1,0,0,1,"(20, 40]"
212,1,2,female,35.0,0,0,21.0,S,1,0,0,0,1,0,1,0,"(20, 40]",1,0,0,0,1,0,1,0,"(20, 40]"
213,0,3,male,22.0,0,0,7.25,S,0,1,0,0,1,0,0,1,"(20, 40]",0,1,0,0,1,0,0,1,"(20, 40]"
214,0,2,male,30.0,0,0,13.0,S,0,1,0,0,1,0,1,0,"(20, 40]",0,1,0,0,1,0,1,0,"(20, 40]"
215,0,3,male,28.0,1,0,7.75,Q,0,1,0,1,0,0,0,1,"(20, 40]",0,1,0,1,0,0,0,1,"(20, 40]"
216,1,1,female,31.0,1,0,113.275,C,1,0,1,0,0,1,0,0,"(20, 40]",1,0,1,0,0,1,0,0,"(20, 40]"
217,1,3,female,27.0,0,0,7.925,S,1,0,0,0,1,0,0,1,"(20, 40]",1,0,0,0,1,0,0,1,"(20, 40]"
218,0,2,male,42.0,1,0,27.0,S,0,1,0,0,1,0,1,0,"(40, 60]",0,1,0,0,1,0,1,0,"(40, 60]"
219,1,1,female,32.0,0,0,76.2917,C,1,0,1,0,0,1,0,0,"(20, 40]",1,0,1,0,0,1,0,0,"(20, 40]"
220,0,2,male,30.0,0,0,10.5,S,0,1,0,0,1,0,1,0,"(20, 40]",0,1,0,0,1,0,1,0,"(20, 40]"
221,1,3,male,16.0,0,0,8.05,S,0,1,0,0,1,0,0,1,"(10, 20]",0,1,0,0,1,0,0,1,"(10, 20]"
222,0,2,male,27.0,0,0,13.0,S,0,1,0,0,1,0,1,0,"(20, 40]",0,1,0,0,1,0,1,0,"(20, 40]"
223,0,3,male,51.0,0,0,8.05,S,0,1,0,0,1,0,0,1,"(40, 60]",0,1,0,0,1,0,0,1,"(40, 60]"
224,0,3,male,28.0,0,0,7.8958,S,0,1,0,0,1,0,0,1,"(20, 40]",0,1,0,0,1,0,0,1,"(20, 40]"
225,1,1,male,38.0,1,0,90.0,S,0,1,0,0,1,1,0,0,"(20, 40]",0,1,0,0,1,1,0,0,"(20, 40]"
226,0,3,male,22.0,0,0,9.35,S,0,1,0,0,1,0,0,1,"(20, 40]",0,1,0,0,1,0,0,1,"(20, 40]"
227,1,2,male,19.0,0,0,10.5,S,0,1,0,0,1,0,1,0,"(10, 20]",0,1,0,0,1,0,1,0,"(10, 20]"
228,0,3,male,20.5,0,0,7.25,S,0,1,0,0,1,0,0,1,"(20, 40]",0,1,0,0,1,0,0,1,"(20, 40]"
229,0,2,male,18.0,0,0,13.0,S,0,1,0,0,1,0,1,0,"(10, 20]",0,1,0,0,1,0,1,0,"(10, 20]"
230,0,3,female,28.0,3,1,25.4667,S,1,0,0,0,1,0,0,1,"(20, 40]",1,0,0,0,1,0,0,1,"(20, 40]"
231,1,1,female,35.0,1,0,83.475,S,1,0,0,0,1,1,0,0,"(20, 40]",1,0,0,0,1,1,0,0,"(20, 40]"
232,0,3,male,29.0,0,0,7.775,S,0,1,0,0,1,0,0,1,"(20, 40]",0,1,0,0,1,0,0,1,"(20, 40]"
233,0,2,male,59.0,0,0,13.5,S,0,1,0,0,1,0,1,0,"(40, 60]",0,1,0,0,1,0,1,0,"(40, 60]"
234,1,3,female,5.0,4,2,31.3875,S,1,0,0,0,1,0,0,1,"(0, 10]",1,0,0,0,1,0,0,1,"(0, 10]"
235,0,2,male,24.0,0,0,10.5,S,0,1,0,0,1,0,1,0,"(20, 40]",0,1,0,0,1,0,1,0,"(20, 40]"
236,0,3,female,28.0,0,0,7.55,S,1,0,0,0,1,0,0,1,"(20, 40]",1,0,0,0,1,0,0,1,"(20, 40]"
237,0,2,male,44.0,1,0,26.0,S,0,1,0,0,1,0,1,0,"(40, 60]",0,1,0,0,1,0,1,0,"(40, 60]"
238,1,2,female,8.0,0,2,26.25,S,1,0,0,0,1,0,1,0,"(0, 10]",1,0,0,0,1,0,1,0,"(0, 10]"
239,0,2,male,19.0,0,0,10.5,S,0,1,0,0,1,0,1,0,"(10, 20]",0,1,0,0,1,0,1,0,"(10, 20]"
240,0,2,male,33.0,0,0,12.275,S,0,1,0,0,1,0,1,0,"(20, 40]",0,1,0,0,1,0,1,0,"(20, 40]"
241,0,3,female,28.0,1,0,14.4542,C,1,0,1,0,0,0,0,1,"(20, 40]",1,0,1,0,0,0,0,1,"(20, 40]"
242,1,3,female,28.0,1,0,15.5,Q,1,0,0,1,0,0,0,1,"(20, 40]",1,0,0,1,0,0,0,1,"(20, 40]"
243,0,2,male,29.0,0,0,10.5,S,0,1,0,0,1,0,1,0,"(20, 40]",0,1,0,0,1,0,1,0,"(20, 40]"
244,0,3,male,22.0,0,0,7.125,S,0,1,0,0,1,0,0,1,"(20, 40]",0,1,0,0,1,0,0,1,"(20, 40]"
245,0,3,male,30.0,0,0,7.225,C,0,1,1,0,0,0,0,1,"(20, 40]",0,1,1,0,0,0,0,1,"(20, 40]"
246,0,1,male,44.0,2,0,90.0,Q,0,1,0,1,0,1,0,0,"(40, 60]",0,1,0,1,0,1,0,0,"(40, 60]"
247,0,3,female,25.0,0,0,7.775,S,1,0,0,0,1,0,0,1,"(20, 40]",1,0,0,0,1,0,0,1,"(20, 40]"
248,1,2,female,24.0,0,2,14.5,S,1,0,0,0,1,0,1,0,"(20, 40]",1,0,0,0,1,0,1,0,"(20, 40]"
249,1,1,male,37.0,1,1,52.5542,S,0,1,0,0,1,1,0,0,"(20, 40]",0,1,0,0,1,1,0,0,"(20, 40]"
250,0,2,male,54.0,1,0,26.0,S,0,1,0,0,1,0,1,0,"(40, 60]",0,1,0,0,1,0,1,0,"(40, 60]"
251,0,3,male,28.0,0,0,7.25,S,0,1,0,0,1,0,0,1,"(20, 40]",0,1,0,0,1,0,0,1,"(20, 40]"
252,0,3,female,29.0,1,1,10.4625,S,1,0,0,0,1,0,0,1,"(20, 40]",1,0,0,0,1,0,0,1,"(20, 40]"
253,0,1,male,62.0,0,0,26.55,S,0,1,0,0,1,1,0,0,"(60, 80]",0,1,0,0,1,1,0,0,"(60, 80]"
254,0,3,male,30.0,1,0,16.1,S,0,1,0,0,1,0,0,1,"(20, 40]",0,1,0,0,1,0,0,1,"(20, 40]"
255,0,3,female,41.0,0,2,20.2125,S,1,0,0,0,1,0,0,1,"(40, 60]",1,0,0,0,1,0,0,1,"(40, 60]"
256,1,3,female,29.0,0,2,15.2458,C,1,0,1,0,0,0,0,1,"(20, 40]",1,0,1,0,0,0,0,1,"(20, 40]"
257,1,1,female,28.0,0,0,79.2,C,1,0,1,0,0,1,0,0,"(20, 40]",1,0,1,0,0,1,0,0,"(20, 40]"
258,1,1,female,30.0,0,0,86.5,S,1,0,0,0,1,1,0,0,"(20, 40]",1,0,0,0,1,1,0,0,"(20, 40]"
259,1,1,female,35.0,0,0,512.3292,C,1,0,1,0,0,1,0,0,"(20, 40]",1,0,1,0,0,1,0,0,"(20, 40]"
260,1,2,female,50.0,0,1,26.0,S,1,0,0,0,1,0,1,0,"(40, 60]",1,0,0,0,1,0,1,0,"(40, 60]"
261,0,3,male,28.0,0,0,7.75,Q,0,1,0,1,0,0,0,1,"(20, 40]",0,1,0,1,0,0,0,1,"(20, 40]"
262,1,3,male,3.0,4,2,31.3875,S,0,1,0,0,1,0,0,1,"(0, 10]",0,1,0,0,1,0,0,1,"(0, 10]"
263,0,1,male,52.0,1,1,79.65,S,0,1,0,0,1,1,0,0,"(40, 60]",0,1,0,0,1,1,0,0,"(40, 60]"
264,0,1,male,40.0,0,0,0.0,S,0,1,0,0,1,1,0,0,"(20, 40]",0,1,0,0,1,1,0,0,"(20, 40]"
265,0,3,female,28.0,0,0,7.75,Q,1,0,0,1,0,0,0,1,"(20, 40]",1,0,0,1,0,0,0,1,"(20, 40]"
266,0,2,male,36.0,0,0,10.5,S,0,1,0,0,1,0,1,0,"(20, 40]",0,1,0,0,1,0,1,0,"(20, 40]"
267,0,3,male,16.0,4,1,39.6875,S,0,1,0,0,1,0,0,1,"(10, 20]",0,1,0,0,1,0,0,1,"(10, 20]"
268,1,3,male,25.0,1,0,7.775,S,0,1,0,0,1,0,0,1,"(20, 40]",0,1,0,0,1,0,0,1,"(20, 40]"
269,1,1,female,58.0,0,1,153.4625,S,1,0,0,0,1,1,0,0,"(40, 60]",1,0,0,0,1,1,0,0,"(40, 60]"
270,1,1,female,35.0,0,0,135.6333,S,1,0,0,0,1,1,0,0,"(20, 40]",1,0,0,0,1,1,0,0,"(20, 40]"
271,0,1,male,28.0,0,0,31.0,S,0,1,0,0,1,1,0,0,"(20, 40]",0,1,0,0,1,1,0,0,"(20, 40]"
272,1,3,male,25.0,0,0,0.0,S,0,1,0,0,1,0,0,1,"(20, 40]",0,1,0,0,1,0,0,1,"(20, 40]"
273,1,2,female,41.0,0,1,19.5,S,1,0,0,0,1,0,1,0,"(40, 60]",1,0,0,0,1,0,1,0,"(40, 60]"
274,0,1,male,37.0,0,1,29.7,C,0,1,1,0,0,1,0,0,"(20, 40]",0,1,1,0,0,1,0,0,"(20, 40]"
275,1,3,female,28.0,0,0,7.75,Q,1,0,0,1,0,0,0,1,"(20, 40]",1,0,0,1,0,0,0,1,"(20, 40]"
276,1,1,female,63.0,1,0,77.9583,S,1,0,0,0,1,1,0,0,"(60, 80]",1,0,0,0,1,1,0,0,"(60, 80]"
277,0,3,female,45.0,0,0,7.75,S,1,0,0,0,1,0,0,1,"(40, 60]",1,0,0,0,1,0,0,1,"(40, 60]"
278,0,2,male,28.0,0,0,0.0,S,0,1,0,0,1,0,1,0,"(20, 40]",0,1,0,0,1,0,1,0,"(20, 40]"
279,0,3,male,7.0,4,1,29.125,Q,0,1,0,1,0,0,0,1,"(0, 10]",0,1,0,1,0,0,0,1,"(0, 10]"
280,1,3,female,35.0,1,1,20.25,S,1,0,0,0,1,0,0,1,"(20, 40]",1,0,0,0,1,0,0,1,"(20, 40]"
281,0,3,male,65.0,0,0,7.75,Q,0,1,0,1,0,0,0,1,"(60, 80]",0,1,0,1,0,0,0,1,"(60, 80]"
282,0,3,male,28.0,0,0,7.8542,S,0,1,0,0,1,0,0,1,"(20, 40]",0,1,0,0,1,0,0,1,"(20, 40]"
283,0,3,male,16.0,0,0,9.5,S,0,1,0,0,1,0,0,1,"(10, 20]",0,1,0,0,1,0,0,1,"(10, 20]"
284,1,3,male,19.0,0,0,8.05,S,0,1,0,0,1,0,0,1,"(10, 20]",0,1,0,0,1,0,0,1,"(10, 20]"
285,0,1,male,28.0,0,0,26.0,S,0,1,0,0,1,1,0,0,"(20, 40]",0,1,0,0,1,1,0,0,"(20, 40]"
286,0,3,male,33.0,0,0,8.6625,C,0,1,1,0,0,0,0,1,"(20, 40]",0,1,1,0,0,0,0,1,"(20, 40]"
287,1,3,male,30.0,0,0,9.5,S,0,1,0,0,1,0,0,1,"(20, 40]",0,1,0,0,1,0,0,1,"(20, 40]"
288,0,3,male,22.0,0,0,7.8958,S,0,1,0,0,1,0,0,1,"(20, 40]",0,1,0,0,1,0,0,1,"(20, 40]"
289,1,2,male,42.0,0,0,13.0,S,0,1,0,0,1,0,1,0,"(40, 60]",0,1,0,0,1,0,1,0,"(40, 60]"
290,1,3,female,22.0,0,0,7.75,Q,1,0,0,1,0,0,0,1,"(20, 40]",1,0,0,1,0,0,0,1,"(20, 40]"
291,1,1,female,26.0,0,0,78.85,S,1,0,0,0,1,1,0,0,"(20, 40]",1,0,0,0,1,1,0,0,"(20, 40]"
292,1,1,female,19.0,1,0,91.0792,C,1,0,1,0,0,1,0,0,"(10, 20]",1,0,1,0,0,1,0,0,"(10, 20]"
293,0,2,male,36.0,0,0,12.875,C,0,1,1,0,0,0,1,0,"(20, 40]",0,1,1,0,0,0,1,0,"(20, 40]"
294,0,3,female,24.0,0,0,8.85,S,1,0,0,0,1,0,0,1,"(20, 40]",1,0,0,0,1,0,0,1,"(20, 40]"
295,0,3,male,24.0,0,0,7.8958,S,0,1,0,0,1,0,0,1,"(20, 40]",0,1,0,0,1,0,0,1,"(20, 40]"
296,0,1,male,28.0,0,0,27.7208,C,0,1,1,0,0,1,0,0,"(20, 40]",0,1,1,0,0,1,0,0,"(20, 40]"
297,0,3,male,23.5,0,0,7.2292,C,0,1,1,0,0,0,0,1,"(20, 40]",0,1,1,0,0,0,0,1,"(20, 40]"
298,0,1,female,2.0,1,2,151.55,S,1,0,0,0,1,1,0,0,"(0, 10]",1,0,0,0,1,1,0,0,"(0, 10]"
299,1,1,male,28.0,0,0,30.5,S,0,1,0,0,1,1,0,0,"(20, 40]",0,1,0,0,1,1,0,0,"(20, 40]"
300,1,1,female,50.0,0,1,247.5208,C,1,0,1,0,0,1,0,0,"(40, 60]",1,0,1,0,0,1,0,0,"(40, 60]"
301,1,3,female,28.0,0,0,7.75,Q,1,0,0,1,0,0,0,1,"(20, 40]",1,0,0,1,0,0,0,1,"(20, 40]"
302,1,3,male,28.0,2,0,23.25,Q,0,1,0,1,0,0,0,1,"(20, 40]",0,1,0,1,0,0,0,1,"(20, 40]"
303,0,3,male,19.0,0,0,0.0,S,0,1,0,0,1,0,0,1,"(10, 20]",0,1,0,0,1,0,0,1,"(10, 20]"
304,1,2,female,28.0,0,0,12.35,Q,1,0,0,1,0,0,1,0,"(20, 40]",1,0,0,1,0,0,1,0,"(20, 40]"
305,0,3,male,28.0,0,0,8.05,S,0,1,0,0,1,0,0,1,"(20, 40]",0,1,0,0,1,0,0,1,"(20, 40]"
306,1,1,male,0.92,1,2,151.55,S,0,1,0,0,1,1,0,0,"(0, 10]",0,1,0,0,1,1,0,0,"(0, 10]"
307,1,1,female,28.0,0,0,110.8833,C,1,0,1,0,0,1,0,0,"(20, 40]",1,0,1,0,0,1,0,0,"(20, 40]"
308,1,1,female,17.0,1,0,108.9,C,1,0,1,0,0,1,0,0,"(10, 20]",1,0,1,0,0,1,0,0,"(10, 20]"
309,0,2,male,30.0,1,0,24.0,C,0,1,1,0,0,0,1,0,"(20, 40]",0,1,1,0,0,0,1,0,"(20, 40]"
310,1,1,female,30.0,0,0,56.9292,C,1,0,1,0,0,1,0,0,"(20, 40]",1,0,1,0,0,1,0,0,"(20, 40]"
311,1,1,female,24.0,0,0,83.1583,C,1,0,1,0,0,1,0,0,"(20, 40]",1,0,1,0,0,1,0,0,"(20, 40]"
312,1,1,female,18.0,2,2,262.375,C,1,0,1,0,0,1,0,0,"(10, 20]",1,0,1,0,0,1,0,0,"(10, 20]"
313,0,2,female,26.0,1,1,26.0,S,1,0,0,0,1,0,1,0,"(20, 40]",1,0,0,0,1,0,1,0,"(20, 40]"
314,0,3,male,28.0,0,0,7.8958,S,0,1,0,0,1,0,0,1,"(20, 40]",0,1,0,0,1,0,0,1,"(20, 40]"
315,0,2,male,43.0,1,1,26.25,S,0,1,0,0,1,0,1,0,"(40, 60]",0,1,0,0,1,0,1,0,"(40, 60]"
316,1,3,female,26.0,0,0,7.8542,S,1,0,0,0,1,0,0,1,"(20, 40]",1,0,0,0,1,0,0,1,"(20, 40]"
317,1,2,female,24.0,1,0,26.0,S,1,0,0,0,1,0,1,0,"(20, 40]",1,0,0,0,1,0,1,0,"(20, 40]"
318,0,2,male,54.0,0,0,14.0,S,0,1,0,0,1,0,1,0,"(40, 60]",0,1,0,0,1,0,1,0,"(40, 60]"
319,1,1,female,31.0,0,2,164.8667,S,1,0,0,0,1,1,0,0,"(20, 40]",1,0,0,0,1,1,0,0,"(20, 40]"
320,1,1,female,40.0,1,1,134.5,C,1,0,1,0,0,1,0,0,"(20, 40]",1,0,1,0,0,1,0,0,"(20, 40]"
321,0,3,male,22.0,0,0,7.25,S,0,1,0,0,1,0,0,1,"(20, 40]",0,1,0,0,1,0,0,1,"(20, 40]"
322,0,3,male,27.0,0,0,7.8958,S,0,1,0,0,1,0,0,1,"(20, 40]",0,1,0,0,1,0,0,1,"(20, 40]"
323,1,2,female,30.0,0,0,12.35,Q,1,0,0,1,0,0,1,0,"(20, 40]",1,0,0,1,0,0,1,0,"(20, 40]"
324,1,2,female,22.0,1,1,29.0,S,1,0,0,0,1,0,1,0,"(20, 40]",1,0,0,0,1,0,1,0,"(20, 40]"
325,0,3,male,28.0,8,2,69.55,S,0,1,0,0,1,0,0,1,"(20, 40]",0,1,0,0,1,0,0,1,"(20, 40]"
326,1,1,female,36.0,0,0,135.6333,C,1,0,1,0,0,1,0,0,"(20, 40]",1,0,1,0,0,1,0,0,"(20, 40]"
327,0,3,male,61.0,0,0,6.2375,S,0,1,0,0,1,0,0,1,"(60, 80]",0,1,0,0,1,0,0,1,"(60, 80]"
328,1,2,female,36.0,0,0,13.0,S,1,0,0,0,1,0,1,0,"(20, 40]",1,0,0,0,1,0,1,0,"(20, 40]"
329,1,3,female,31.0,1,1,20.525,S,1,0,0,0,1,0,0,1,"(20, 40]",1,0,0,0,1,0,0,1,"(20, 40]"
330,1,1,female,16.0,0,1,57.9792,C,1,0,1,0,0,1,0,0,"(10, 20]",1,0,1,0,0,1,0,0,"(10, 20]"
331,1,3,female,28.0,2,0,23.25,Q,1,0,0,1,0,0,0,1,"(20, 40]",1,0,0,1,0,0,0,1,"(20, 40]"
332,0,1,male,45.5,0,0,28.5,S,0,1,0,0,1,1,0,0,"(40, 60]",0,1,0,0,1,1,0,0,"(40, 60]"
333,0,1,male,38.0,0,1,153.4625,S,0,1,0,0,1,1,0,0,"(20, 40]",0,1,0,0,1,1,0,0,"(20, 40]"
334,0,3,male,16.0,2,0,18.0,S,0,1,0,0,1,0,0,1,"(10, 20]",0,1,0,0,1,0,0,1,"(10, 20]"
335,1,1,female,28.0,1,0,133.65,S,1,0,0,0,1,1,0,0,"(20, 40]",1,0,0,0,1,1,0,0,"(20, 40]"
336,0,3,male,28.0,0,0,7.8958,S,0,1,0,0,1,0,0,1,"(20, 40]",0,1,0,0,1,0,0,1,"(20, 40]"
337,0,1,male,29.0,1,0,66.6,S,0,1,0,0,1,1,0,0,"(20, 40]",0,1,0,0,1,1,0,0,"(20, 40]"
338,1,1,female,41.0,0,0,134.5,C,1,0,1,0,0,1,0,0,"(40, 60]",1,0,1,0,0,1,0,0,"(40, 60]"
339,1,3,male,45.0,0,0,8.05,S,0,1,0,0,1,0,0,1,"(40, 60]",0,1,0,0,1,0,0,1,"(40, 60]"
340,0,1,male,45.0,0,0,35.5,S,0,1,0,0,1,1,0,0,"(40, 60]",0,1,0,0,1,1,0,0,"(40, 60]"
341,1,2,male,2.0,1,1,26.0,S,0,1,0,0,1,0,1,0,"(0, 10]",0,1,0,0,1,0,1,0,"(0, 10]"
342,1,1,female,24.0,3,2,263.0,S,1,0,0,0,1,1,0,0,"(20, 40]",1,0,0,0,1,1,0,0,"(20, 40]"
343,0,2,male,28.0,0,0,13.0,S,0,1,0,0,1,0,1,0,"(20, 40]",0,1,0,0,1,0,1,0,"(20, 40]"
344,0,2,male,25.0,0,0,13.0,S,0,1,0,0,1,0,1,0,"(20, 40]",0,1,0,0,1,0,1,0,"(20, 40]"
345,0,2,male,36.0,0,0,13.0,S,0,1,0,0,1,0,1,0,"(20, 40]",0,1,0,0,1,0,1,0,"(20, 40]"
346,1,2,female,24.0,0,0,13.0,S,1,0,0,0,1,0,1,0,"(20, 40]",1,0,0,0,1,0,1,0,"(20, 40]"
347,1,2,female,40.0,0,0,13.0,S,1,0,0,0,1,0,1,0,"(20, 40]",1,0,0,0,1,0,1,0,"(20, 40]"
348,1,3,female,28.0,1,0,16.1,S,1,0,0,0,1,0,0,1,"(20, 40]",1,0,0,0,1,0,0,1,"(20, 40]"
349,1,3,male,3.0,1,1,15.9,S,0,1,0,0,1,0,0,1,"(0, 10]",0,1,0,0,1,0,0,1,"(0, 10]"
350,0,3,male,42.0,0,0,8.6625,S,0,1,0,0,1,0,0,1,"(40, 60]",0,1,0,0,1,0,0,1,"(40, 60]"
351,0,3,male,23.0,0,0,9.225,S,0,1,0,0,1,0,0,1,"(20, 40]",0,1,0,0,1,0,0,1,"(20, 40]"
352,0,1,male,28.0,0,0,35.0,S,0,1,0,0,1,1,0,0,"(20, 40]",0,1,0,0,1,1,0,0,"(20, 40]"
353,0,3,male,15.0,1,1,7.2292,C,0,1,1,0,0,0,0,1,"(10, 20]",0,1,1,0,0,0,0,1,"(10, 20]"
354,0,3,male,25.0,1,0,17.8,S,0,1,0,0,1,0,0,1,"(20, 40]",0,1,0,0,1,0,0,1,"(20, 40]"
