PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Sex_female,Sex_male,Embarked_C,Embarked_Q,Embarked_S,Pclass_1,Pclass_2,Pclass_3,Age,Sex_female,Sex_male,Embarked_C,Embarked_Q,Embarked_S,Pclass_1,Pclass_2,Pclass_3,Age
355,0,3,male,28.0,0,0,7.225,C,0,1,1,0,0,0,0,1,"(20, 40]",0,1,1,0,0,0,0,1,"(20, 40]"
356,0,3,male,28.0,0,0,9.5,S,0,1,0,0,1,0,0,1,"(20, 40]",0,1,0,0,1,0,0,1,"(20, 40]"
357,1,1,female,22.0,0,1,55.0,S,1,0,0,0,1,1,0,0,"(20, 40]",1,0,0,0,1,1,0,0,"(20, 40]"
358,0,2,female,38.0,0,0,13.0,S,1,0,0,0,1,0,1,0,"(20, 40]",1,0,0,0,1,0,1,0,"(20, 40]"
359,1,3,female,28.0,0,0,7.8792,Q,1,0,0,1,0,0,0,1,"(20, 40]",1,0,0,1,0,0,0,1,"(20, 40]"
360,1,3,female,28.0,0,0,7.8792,Q,1,0,0,1,0,0,0,1,"(20, 40]",1,0,0,1,0,0,0,1,"(20, 40]"
361,0,3,male,40.0,1,4,27.9,S,0,1,0,0,1,0,0,1,"(20, 40]",0,1,0,0,1,0,0,1,"(20, 40]"
362,0,2,male,29.0,1,0,27.7208,C,0,1,1,0,0,0,1,0,"(20, 40]",0,1,1,0,0,0,1,0,"(20, 40]"
363,0,3,female,45.0,0,1,14.4542,C,1,0,1,0,0,0,0,1,"(40, 60]",1,0,1,0,0,0,0,1,"(40, 60]"
364,0,3,male,35.0,0,0,7.05,S,0,1,0,0,1,0,0,1,"(20, 40]",0,1,0,0,1,0,0,1,"(20, 40]"
365,0,3,male,28.0,1,0,15.5,Q,0,1,0,1,0,0,0,1,"(20, 40]",0,1,0,1,0,0,0,1,"(20, 40]"
366,0,3,male,30.0,0,0,7.25,S,0,1,0,0,1,0,0,1,"(20, 40]",0,1,0,0,1,0,0,1,"(20, 40]"
367,1,1,female,60.0,1,0,75.25,C,1,0,1,0,0,1,0,0,"(40, 60]",1,0,1,0,0,1,0,0,"(40, 60]"
368,1,3,female,28.0,0,0,7.2292,C,1,0,1,0,0,0,0,1,"(20, 40]",1,0,1,0,0,0,0,1,"(20, 40]"
369,1,3,female,28.0,0,0,7.75,Q,1,0,0,1,0,0,0,1,"(20, 40]",1,0,0,1,0,0,0,1,"(20, 40]"
370,1,1,female,24.0,0,0,69.3,C,1,0,1,0,0,1,0,0,"(20, 40]",1,0,1,0,0,1,0,0,"(20, 40]"
371,1,1,male,25.0,1,0,55.4417,C,0,1,1,0,0,1,0,0,"(20, 40]",0,1,1,0,0,1,0,0,"(20, 40]"
372,0,3,male,18.0,1,0,6.4958,S,0,1,0,0,1,0,0,1,"(10, 20]",0,1,0,0,1,0,0,1,"(10, 20]"
373,0,3,male,19.0,0,0,8.05,S,0,1,0,0,1,0,0,1,"(10, 20]",0,1,0,0,1,0,0,1,"(10, 20]"
374,0,1,male,22.0,0,0,135.6333,C,0,1,1,0,0,1,0,0,"(20, 40]",0,1,1,0,0,1,0,0,"(20, 40]"
375,0,3,female,3.0,3,1,21.075,S,1,0,0,0,1,0,0,1,"(0, 10]",1,0,0,0,1,0,0,1,"(0, 10]"
376,1,1,female,28.0,1,0,82.1708,C,1,0,1,0,0,1,0,0,"(20, 40]",1,0,1,0,0,1,0,0,"(20, 40]"
377,1,3,female,22.0,0,0,7.25,S,1,0,0,0,1,0,0,1,"(20, 40]",1,0,0,0,1,0,0,1,"(20, 40]"
378,0,1,male,27.0,0,2,211.5,C,0,1,1,0,0,1,0,0,"(20, 40]",0,1,1,0,0,1,0,0,"(20, 40]"
379,0,3,male,20.0,0,0,4.0125,C,0,1,1,0,0,0,0,1,"(10, 20]",0,1,1,0,0,0,0,1,"(10, 20]"
380,0,3,male,19.0,0,0,7.775,S,0,1,0,0,1,0,0,1,"(10, 20]",0,1,0,0,1,0,0,1,"(10, 20]"
381,1,1,female,42.0,0,0,227.525,C,1,0,1,0,0,1,0,0,"(40, 60]",1,0,1,0,0,1,0,0,"(40, 60]"
382,1,3,female,1.0,0,2,15.7417,C,1,0,1,0,0,0,0,1,"(0, 10]",1,0,1,0,0,0,0,1,"(0, 10]"
383,0,3,male,32.0,0,0,7.925,S,0,1,0,0,1,0,0,1,"(20, 40]",0,1,0,0,1,0,0,1,"(20, 40]"
384,1,1,female,35.0,1,0,52.0,S,1,0,0,0,1,1,0,0,"(20, 40]",1,0,0,0,1,1,0,0,"(20, 40]"
385,0,3,male,28.0,0,0,7.8958,S,0,1,0,0,1,0,0,1,"(20, 40]",0,1,0,0,1,0,0,1,"(20, 40]"
386,0,2,male,18.0,0,0,73.5,S,0,1,0,0,1,0,1,0,"(10, 20]",0,1,0,0,1,0,1,0,"(10, 20]"
387,0,3,male,1.0,5,2,46.9,S,0,1,0,0,1,0,0,1,"(0, 10]",0,1,0,0,1,0,0,1,"(0, 10]"
388,1,2,female,36.0,0,0,13.0,S,1,0,0,0,1,0,1,0,"(20, 40]",1,0,0,0,1,0,1,0,"(20, 40]"
389,0,3,male,28.0,0,0,7.7292,Q,0,1,0,1,0,0,0,1,"(20, 40]",0,1,0,1,0,0,0,1,"(20, 40]"
390,1,2,female,17.0,0,0,12.0,C,1,0,1,0,0,0,1,0,"(10, 20]",1,0,1,0,0,0,1,0,"(10, 20]"
391,1,1,male,36.0,1,2,120.0,S,0,1,0,0,1,1,0,0,"(20, 40]",0,1,0,0,1,1,0,0,"(20, 40]"
392,1,3,male,21.0,0,0,7.7958,S,0,1,0,0,1,0,0,1,"(20, 40]",0,1,0,0,1,0,0,1,"(20, 40]"
393,0,3,male,28.0,2,0,7.925,S,0,1,0,0,1,0,0,1,"(20, 40]",0,1,0,0,1,0,0,1,"(20, 40]"
394,1,1,female,23.0,1,0,113.275,C,1,0,1,0,0,1,0,0,"(20, 40]",1,0,1,0,0,1,0,0,"(20, 40]"
395,1,3,female,24.0,0,2,16.7,S,1,0,0,0,1,0,0,1,"(20, 40]",1,0,0,0,1,0,0,1,"(20, 40]"
396,0,3,male,22.0,0,0,7.7958,S,0,1,0,0,1,0,0,1,"(20, 40]",0,1,0,0,1,0,0,1,"(20, 40]"
397,0,3,female,31.0,0,0,7.8542,S,1,0,0,0,1,0,0,1,"(20, 40]",1,0,0,0,1,0,0,1,"(20, 40]"
398,0,2,male,46.0,0,0,26.0,S,0,1,0,0,1,0,1,0,"(40, 60]",0,1,0,0,1,0,1,0,"(40, 60]"
399,0,2,male,23.0,0,0,10.5,S,0,1,0,0,1,0,1,0,"(20, 40]",0,1,0,0,1,0,1,0,"(20, 40]"
400,1,2,female,28.0,0,0,12.65,S,1,0,0,0,1,0,1,0,"(20, 40]",1,0,0,0,1,0,1,0,"(20, 40]"
401,1,3,male,39.0,0,0,7.925,S,0,1,0,0,1,0,0,1,"(20, 40]",0,1,0,0,1,0,0,1,"(20, 40]"
402,0,3,male,26.0,0,0,8.05,S,0,1,0,0,1,0,0,1,"(20, 40]",0,1,0,0,1,0,0,1,"(20, 40]"
403,0,3,female,21.0,1,0,9.825,S,1,0,0,0,1,0,0,1,"(20, 40]",1,0,0,0,1,0,0,1,"(20, 40]"
404,0,3,male,28.0,1,0,15.85,S,0,1,0,0,1,0,0,1,"(20, 40]",0,1,0,0,1,0,0,1,"(20, 40]"
405,0,3,female,20.0,0,0,8.6625,S,1,0,0,0,1,0,0,1,"(10, 20]",1,0,0,0,1,0,0,1,"(10, 20]"
406,0,2,male,34.0,1,0,21.0,S,0,1,0,0,1,0,1,0,"(20, 40]",0,1,0,0,1,0,1,0,"(20, 40]"
407,0,3,male,51.0,0,0,7.75,S,0,1,0,0,1,0,0,1,"(40, 60]",0,1,0,0,1,0,0,1,"(40, 60]"
408,1,2,male,3.0,1,1,18.75,S,0,1,0,0,1,0,1,0,"(0, 10]",0,1,0,0,1,0,1,0,"(0, 10]"
409,0,3,male,21.0,0,0,7.775,S,0,1,0,0,1,0,0,1,"(20, 40]",0,1,0,0,1,0,0,1,"(20, 40]"
410,0,3,female,28.0,3,1,25.4667,S,1,0,0,0,1,0,0,1,"(20, 40]",1,0,0,0,1,0,0,1,"(20, 40]"
411,0,3,male,28.0,0,0,7.8958,S,0,1,0,0,1,0,0,1,"(20, 40]",0,1,0,0,1,0,0,1,"(20, 40]"
412,0,3,male,28.0,0,0,6.8583,Q,0,1,0,1,0,0,0,1,"(20, 40]",0,1,0,1,0,0,0,1,"(20, 40]"
413,1,1,female,33.0,1,0,90.0,Q,1,0,0,1,0,1,0,0,"(20, 40]",1,0,0,1,0,1,0,0,"(20, 40]"
414,0,2,male,28.0,0,0,0.0,S,0,1,0,0,1,0,1,0,"(20, 40]",0,1,0,0,1,0,1,0,"(20, 40]"
415,1,3,male,44.0,0,0,7.925,S,0,1,0,0,1,0,0,1,"(40, 60]",0,1,0,0,1,0,0,1,"(40, 60]"
416,0,3,female,28.0,0,0,8.05,S,1,0,0,0,1,0,0,1,"(20, 40]",1,0,0,0,1,0,0,1,"(20, 40]"
417,1,2,female,34.0,1,1,32.5,S,1,0,0,0,1,0,1,0,"(20, 40]",1,0,0,0,1,0,1,0,"(20, 40]"
418,1,2,female,18.0,0,2,13.0,S,1,0,0,0,1,0,1,0,"(10, 20]",1,0,0,0,1,0,1,0,"(10, 20]"
419,0,2,male,30.0,0,0,13.0,S,0,1,0,0,1,0,1,0,"(20, 40]",0,1,0,0,1,0,1,0,"(20, 40]"
420,0,3,female,10.0,0,2,24.15,S,1,0,0,0,1,0,0,1,"(0, 10]",1,0,0,0,1,0,0,1,"(0, 10]"
421,0,3,male,28.0,0,0,7.8958,C,0,1,1,0,0,0,0,1,"(20, 40]",0,1,1,0,0,0,0,1,"(20, 40]"
422,0,3,male,21.0,0,0,7.7333,Q,0,1,0,1,0,0,0,1,"(20, 40]",0,1,0,1,0,0,0,1,"(20, 40]"
423,0,3,male,29.0,0,0,7.875,S,0,1,0,0,1,0,0,1,"(20, 40]",0,1,0,0,1,0,0,1,"(20, 40]"
424,0,3,female,28.0,1,1,14.4,S,1,0,0,0,1,0,0,1,"(20, 40]",1,0,0,0,1,0,0,1,"(20, 40]"
425,0,3,male,18.0,1,1,20.2125,S,0,1,0,0,1,0,0,1,"(10, 20]",0,1,0,0,1,0,0,1,"(10, 20]"
426,0,3,male,28.0,0,0,7.25,S,0,1,0,0,1,0,0,1,"(20, 40]",0,1,0,0,1,0,0,1,"(20, 40]"
427,1,2,female,28.0,1,0,26.0,S,1,0,0,0,1,0,1,0,"(20, 40]",1,0,0,0,1,0,1,0,"(20, 40]"
428,1,2,female,19.0,0,0,26.0,S,1,0,0,0,1,0,1,0,"(10, 20]",1,0,0,0,1,0,1,0,"(10, 20]"
429,0,3,male,28.0,0,0,7.75,Q,0,1,0,1,0,0,0,1,"(20, 40]",0,1,0,1,0,0,0,1,"(20, 40]"
430,1,3,male,32.0,0,0,8.05,S,0,1,0,0,1,0,0,1,"(20, 40]",0,1,0,0,1,0,0,1,"(20, 40]"
431,1,1,male,28.0,0,0,26.55,S,0,1,0,0,1,1,0,0,"(20, 40]",0,1,0,0,1,1,0,0,"(20, 40]"
432,1,3,female,28.0,1,0,16.1,S,1,0,0,0,1,0,0,1,"(20, 40]",1,0,0,0,1,0,0,1,"(20, 40]"
433,1,2,female,42.0,1,0,26.0,S,1,0,0,0,1,0,1,0,"(40, 60]",1,0,0,0,1,0,1,0,"(40, 60]"
434,0,3,male,17.0,0,0,7.125,S,0,1,0,0,1,0,0,1,"(10, 20]",0,1,0,0,1,0,0,1,"(10, 20]"
435,0,1,male,50.0,1,0,55.9,S,0,1,0,0,1,1,0,0,"(40, 60]",0,1,0,0,1,1,0,0,"(40, 60]"
436,1,1,female,14.0,1,2,120.0,S,1,0,0,0,1,1,0,0,"(10, 20]",1,0,0,0,1,1,0,0,"(10, 20]"
437,0,3,female,21.0,2,2,34.375,S,1,0,0,0,1,0,0,1,"(20, 40]",1,0,0,0,1,0,0,1,"(20, 40]"
438,1,2,female,24.0,2,3,18.75,S,1,0,0,0,1,0,1,0,"(20, 40]",1,0,0,0,1,0,1,0,"(20, 40]"
439,0,1,male,64.0,1,4,263.0,S,0,1,0,0,1,1,0,0,"(60, 80]",0,1,0,0,1,1,0,0,"(60, 80]"
440,0,2,male,31.0,0,0,10.5,S,0,1,0,0,1,0,1,0,"(20, 40]",0,1,0,0,1,0,1,0,"(20, 40]"
441,1,2,female,45.0,1,1,26.25,S,1,0,0,0,1,0,1,0,"(40, 60]",1,0,0,0,1,0,1,0,"(40, 60]"
442,0,3,male,20.0,0,0,9.5,S,0,1,0,0,1,0,0,1,"(10, 20]",0,1,0,0,1,0,0,1,"(10, 20]"
443,0,3,male,25.0,1,0,7.775,S,0,1,0,0,1,0,0,1,"(20, 40]",0,1,0,0,1,0,0,1,"(20, 40]"
444,1,2,female,28.0,0,0,13.0,S,1,0,0,0,1,0,1,0,"(20, 40]",1,0,0,0,1,0,1,0,"(20, 40]"
445,1,3,male,28.0,0,0,8.1125,S,0,1,0,0,1,0,0,1,"(20, 40]",0,1,0,0,1,0,0,1,"(20, 40]"
446,1,1,male,4.0,0,2,81.8583,S,0,1,0,0,1,1,0,0,"(0, 10]",0,1,0,0,1,1,0,0,"(0, 10]"
447,1,2,female,13.0,0,1,19.5,S,1,0,0,0,1,0,1,0,"(10, 20]",1,0,0,0,1,0,1,0,"(10, 20]"
448,1,1,male,34.0,0,0,26.55,S,0,1,0,0,1,1,0,0,"(20, 40]",0,1,0,0,1,1,0,0,"(20, 40]"
449,1,3,female,5.0,2,1,19.2583,C,1,0,1,0,0,0,0,1,"(0, 10]",1,0,1,0,0,0,0,1,"(0, 10]"
450,1,1,male,52.0,0,0,30.5,S,0,1,0,0,1,1,0,0,"(40, 60]",0,1,0,0,1,1,0,0,"(40, 60]"
451,0,2,male,36.0,1,2,27.75,S,0,1,0,0,1,0,1,0,"(20, 40]",0,1,0,0,1,0,1,0,"(20, 40]"
452,0,3,male,28.0,1,0,19.9667,S,0,1,0,0,1,0,0,1,"(20, 40]",0,1,0,0,1,0,0,1,"(20, 40]"
453,0,1,male,30.0,0,0,27.75,C,0,1,1,0,0,1,0,0,"(20, 40]",0,1,1,0,0,1,0,0,"(20, 40]"
454,1,1,male,49.0,1,0,89.1042,C,0,1,1,0,0,1,0,0,"(40, 60]",0,1,1,0,0,1,0,0,"(40, 60]"
455,0,3,male,28.0,0,0,8.05,S,0,1,0,0,1,0,0,1,"(20, 40]",0,1,0,0,1,0,0,1,"(20, 40]"
456,1,3,male,29.0,0,0,7.8958,C,0,1,1,0,0,0,0,1,"(20, 40]",0,1,1,0,0,0,0,1,"(20, 40]"
457,0,1,male,65.0,0,0,26.55,S,0,1,0,0,1,1,0,0,"(60, 80]",0,1,0,0,1,1,0,0,"(60, 80]"
458,1,1,female,28.0,1,0,51.8625,S,1,0,0,0,1,1,0,0,"(20, 40]",1,0,0,0,1,1,0,0,"(20, 40]"
459,1,2,female,50.0,0,0,10.5,S,1,0,0,0,1,0,1,0,"(40, 60]",1,0,0,0,1,0,1,0,"(40, 60]"
460,0,3,male,28.0,0,0,7.75,Q,0,1,0,1,0,0,0,1,"(20, 40]",0,1,0,1,0,0,0,1,"(20, 40]"
461,1,1,male,48.0,0,0,26.55,S,0,1,0,0,1,1,0,0,"(40, 60]",0,1,0,0,1,1,0,0,"(40, 60]"
462,0,3,male,34.0,0,0,8.05,S,0,1,0,0,1,0,0,1,"(20, 40]",0,1,0,0,1,0,0,1,"(20, 40]"
463,0,1,male,47.0,0,0,38.5,S,0,1,0,0,1,1,0,0,"(40, 60]",0,1,0,0,1,1,0,0,"(40, 60]"
464,0,2,male,48.0,0,0,13.0,S,0,1,0,0,1,0,1,0,"(40, 60]",0,1,0,0,1,0,1,0,"(40, 60]"
465,0,3,male,28.0,0,0,8.05,S,0,1,0,0,1,0,0,1,"(20, 40]",0,1,0,0,1,0,0,1,"(20, 40]"
466,0,3,male,38.0,0,0,7.05,S,0,1,0,0,1,0,0,1,"(20, 40]",0,1,0,0,1,0,0,1,"(20, 40]"
467,0,2,male,28.0,0,0,0.0,S,0,1,0,0,1,0,1,0,"(20, 40]",0,1,0,0,1,0,1,0,"(20, 40]"
468,0,1,male,56.0,0,0,26.55,S,0,1,0,0,1,1,0,0,"(40, 60]",0,1,0,0,1,1,0,0,"(40, 60]"
469,0,3,male,28.0,0,0,7.725,Q,0,1,0,1,0,0,0,1,"(20, 40]",0,1,0,1,0,0,0,1,"(20, 40]"
470,1,3,female,0.75,2,1,19.2583,C,1,0,1,0,0,0,0,1,"(0, 10]",1,0,1,0,0,0,0,1,"(0, 10]"
471,0,3,male,28.0,0,0,7.25,S,0,1,0,0,1,0,0,1,"(20, 40]",0,1,0,0,1,0,0,1,"(20, 40]"
472,0,3,male,38.0,0,0,8.6625,S,0,1,0,0,1,0,0,1,"(20, 40]",0,1,0,0,1,0,0,1,"(20, 40]"
473,1,2,female,33.0,1,2,27.75,S,1,0,0,0,1,0,1,0,"(20, 40]",1,0,0,0,1,0,1,0,"(20, 40]"
474,1,2,female,23.0,0,0,13.7917,C,1,0,1,0,0,0,1,0,"(20, 40]",1,0,1,0,0,0,1,0,"(20, 40]"
475,0,3,female,22.0,0,0,9.8375,S,1,0,0,0,1,0,0,1,"(20, 40]",1,0,0,0,1,0,0,1,"(20, 40]"
476,0,1,male,28.0,0,0,52.0,S,0,1,0,0,1,1,0,0,"(20, 40]",0,1,0,0,1,1,0,0,"(20, 40]"
477,0,2,male,34.0,1,0,21.0,S,0,1,0,0,1,0,1,0,"(20, 40]",0,1,0,0,1,0,1,0,"(20, 40]"
478,0,3,male,29.0,1,0,7.0458,S,0,1,0,0,1,0,0,1,"(20, 40]",0,1,0,0,1,0,0,1,"(20, 40]"
479,0,3,male,22.0,0,0,7.5208,S,0,1,0,0,1,0,0,1,"(20, 40]",0,1,0,0,1,0,0,1,"(20, 40]"
480,1,3,female,2.0,0,1,12.2875,S,1,0,0,0,1,0,0,1,"(0, 10]",1,0,0,0,1,0,0,1,"(0, 10]"
481,0,3,male,9.0,5,2,46.9,S,0,1,0,0,1,0,0,1,"(0, 10]",0,1,0,0,1,0,0,1,"(0, 10]"
482,0,2,male,28.0,0,0,0.0,S,0,1,0,0,1,0,1,0,"(20, 40]",0,1,0,0,1,0,1,0,"(20, 40]"
483,0,3,male,50.0,0,0,8.05,S,0,1,0,0,1,0,0,1,"(40, 60]",0,1,0,0,1,0,0,1,"(40, 60]"
484,1,3,female,63.0,0,0,9.5875,S,1,0,0,0,1,0,0,1,"(60, 80]",1,0,0,0,1,0,0,1,"(60, 80]"
485,1,1,male,25.0,1,0,91.0792,C,0,1,1,0,0,1,0,0,"(20, 40]",0,1,1,0,0,1,0,0,"(20, 40]"
486,0,3,female,28.0,3,1,25.4667,S,1,0,0,0,1,0,0,1,"(20, 40]",1,0,0,0,1,0,0,1,"(20, 40]"
487,1,1,female,35.0,1,0,90.0,S,1,0,0,0,1,1,0,0,"(20, 40]",1,0,0,0,1,1,0,0,"(20, 40]"
488,0,1,male,58.0,0,0,29.7,C,0,1,1,0,0,1,0,0,"(40, 60]",0,1,1,0,0,1,0,0,"(40, 60]"
489,0,3,male,30.0,0,0,8.05,S,0,1,0,0,1,0,0,1,"(20, 40]",0,1,0,0,1,0,0,1,"(20, 40]"
490,1,3,male,9.0,1,1,15.9,S,0,1,0,0,1,0,0,1,"(0, 10]",0,1,0,0,1,0,0,1,"(0, 10]"
491,0,3,male,28.0,1,0,19.9667,S,0,1,0,0,1,0,0,1,"(20, 40]",0,1,0,0,1,0,0,1,"(20, 40]"
492,0,3,male,21.0,0,0,7.25,S,0,1,0,0,1,0,0,1,"(20, 40]",0,1,0,0,1,0,0,1,"(20, 40]"
493,0,1,male,55.0,0,0,30.5,S,0,1,0,0,1,1,0,0,"(40, 60]",0,1,0,0,1,1,0,0,"(40, 60]"
494,0,1,male,71.0,0,0,49.5042,C,0,1,1,0,0,1,0,0,"(60, 80]",0,1,1,0,0,1,0,0,"(60, 80]"
495,0,3,male,21.0,0,0,8.05,S,0,1,0,0,1,0,0,1,"(20, 40]",0,1,0,0,1,0,0,1,"(20, 40]"
496,0,3,male,28.0,0,0,14.4583,C,0,1,1,0,0,0,0,1,"(20, 40]",0,1,1,0,0,0,0,1,"(20, 40]"
497,1,1,female,54.0,1,0,78.2667,C,1,0,1,0,0,1,0,0,"(40, 60]",1,0,1,0,0,1,0,0,"(40, 60]"
498,0,3,male,28.0,0,0,15.1,S,0,1,0,0,1,0,0,1,"(20, 40]",0,1,0,0,1,0,0,1,"(20, 40]"
499,0,1,female,25.0,1,2,151.55,S,1,0,0,0,1,1,0,0,"(20, 40]",1,0,0,0,1,1,0,0,"(20, 40]"
500,0,3,male,24.0,0,0,7.7958,S,0,1,0,0,1,0,0,1,"(20, 40]",0,1,0,0,1,0,0,1,"(20, 40]"
501,0,3,male,17.0,0,0,8.6625,S,0,1,0,0,1,0,0,1,"(10, 20]",0,1,0,0,1,0,0,1,"(10, 20]"
502,0,3,female,21.0,0,0,7.75,Q,1,0,0,1,0,0,0,1,"(20, 40]",1,0,0,1,0,0,0,1,"(20, 40]"
503,0,3,female,28.0,0,0,7.6292,Q,1,0,0,1,0,0,0,1,"(20, 40]",1,0,0,1,0,0,0,1,"(20, 40]"
504,0,3,female,37.0,0,0,9.5875,S,1,0,0,0,1,0,0,1,"(20, 40]",1,0,0,0,1,0,0,1,"(20, 40]"
505,1,1,female,16.0,0,0,86.5,S,1,0,0,0,1,1,0,0,"(10, 20]",1,0,0,0,1,1,0,0,"(10, 20]"
506,0,1,male,18.0,1,0,108.9,C,0,1,1,0,0,1,0,0,"(10, 20]",0,1,1,0,0,1,0,0,"(10, 20]"
507,1,2,female,33.0,0,2,26.0,S,1,0,0,0,1,0,1,0,"(20, 40]",1,0,0,0,1,0,1,0,"(20, 40]"
508,1,1,male,28.0,0,0,26.55,S,0,1,0,0,1,1,0,0,"(20, 40]",0,1,0,0,1,1,0,0,"(20, 40]"
509,0,3,male,28.0,0,0,22.525,S,0,1,0,0,1,0,0,1,"(20, 40]",0,1,0,0,1,0,0,1,"(20, 40]"
510,1,3,male,26.0,0,0,56.4958,S,0,1,0,0,1,0,0,1,"(20, 40]",0,1,0,0,1,0,0,1,"(20, 40]"
511,1,3,male,29.0,0,0,7.75,Q,0,1,0,1,0,0,0,1,"(20, 40]",0,1,0,1,0,0,0,1,"(20, 40]"
512,0,3,male,28.0,0,0,8.05,S,0,1,0,0,1,0,0,1,"(20, 40]",0,1,0,0,1,0,0,1,"(20, 40]"
513,1,1,male,36.0,0,0,26.2875,S,0,1,0,0,1,1,0,0,"(20, 40]",0,1,0,0,1,1,0,0,"(20, 40]"
514,1,1,female,54.0,1,0,59.4,C,1,0,1,0,0,1,0,0,"(40, 60]",1,0,1,0,0,1,0,0,"(40, 60]"
515,0,3,male,24.0,0,0,7.4958,S,0,1,0,0,1,0,0,1,"(20, 40]",0,1,0,0,1,0,0,1,"(20, 40]"
516,0,1,male,47.0,0,0,34.0208,S,0,1,0,0,1,1,0,0,"(40, 60]",0,1,0,0,1,1,0,0,"(40, 60]"
517,1,2,female,34.0,0,0,10.5,S,1,0,0,0,1,0,1,0,"(20, 40]",1,0,0,0,1,0,1,0,"(20, 40]"
518,0,3,male,28.0,0,0,24.15,Q,0,1,0,1,0,0,0,1,"(20, 40]",0,1,0,1,0,0,0,1,"(20, 40]"
519,1,2,female,36.0,1,0,26.0,S,1,0,0,0,1,0,1,0,"(20, 40]",1,0,0,0,1,0,1,0,"(20, 40]"
520,0,3,male,32.0,0,0,7.8958,S,0,1,0,0,1,0,0,1,"(20, 40]",0,1,0,0,1,0,0,1,"(20, 40]"
521,1,1,female,30.0,0,0,93.5,S,1,0,0,0,1,1,0,0,"(20, 40]",1,0,0,0,1,1,0,0,"(20, 40]"
522,0,3,male,22.0,0,0,7.8958,S,0,1,0,0,1,0,0,1,"(20, 40]",0,1,0,0,1,0,0,1,"(20, 40]"
523,0,3,male,28.0,0,0,7.225,C,0,1,1,0,0,0,0,1,"(20, 40]",0,1,1,0,0,0,0,1,"(20, 40]"
524,1,1,female,44.0,0,1,57.9792,C,1,0,1,0,0,1,0,0,"(40, 60]",1,0,1,0,0,1,0,0,"(40, 60]"
525,0,3,male,28.0,0,0,7.2292,C,0,1,1,0,0,0,0,1,"(20, 40]",0,1,1,0,0,0,0,1,"(20, 40]"
526,0,3,male,40.5,0,0,7.75,Q,0,1,0,1,0,0,0,1,"(40, 60]",0,1,0,1,0,0,0,1,"(40, 60]"
527,1,2,female,50.0,0,0,10.5,S,1,0,0,0,1,0,1,0,"(40, 60]",1,0,0,0,1,0,1,0,"(40, 60]"
528,0,1,male,28.0,0,0,221.7792,S,0,1,0,0,1,1,0,0,"(20, 40]",0,1,0,0,1,1,0,0,"(20, 40]"
529,0,3,male,39.0,0,0,7.925,S,0,1,0,0,1,0,0,1,"(20, 40]",0,1,0,0,1,0,0,1,"(20, 40]"
530,0,2,male,23.0,2,1,11.5,S,0,1,0,0,1,0,1,0,"(20, 40]",0,1,0,0,1,0,1,0,"(20, 40]"
531,1,2,female,2.0,1,1,26.0,S,1,0,0,0,1,0,1,0,"(0, 10]",1,0,0,0,1,0,1,0,"(0, 10]"
532,0,3,male,28.0,0,0,7.2292,C,0,1,1,0,0,0,0,1,"(20, 40]",0,1,1,0,0,0,0,1,"(20, 40]"
